accession	name in vcf	include in map	include in network	include in admixture	admixture_expanded	big_admix?	selection scan pop	admix pop	network color	population	population	latitude	longitude	ploidy_man_curated	nquire ploidy	proportion_het%_to_NT1	Number_S_haplogroups	Species_fin	source	source_type	snps (2n)	collector, comments	admix	twisst Siberia	selection_test	est-sfs	demographic modeling pops	file to upload	ENA accession				
TE_4.8-1	TE_4.8-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.8-1_1.fq.gz	ERS18383050				
TE_4.8-2	TE_4.8-2	yes	yes	yes	yes	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.8-2_1.fq.gz	ERS18383051				
TE_4.9-1	TE_4.9-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.9-1_1.fq.gz	ERS18383052				
TE_4.9-2	TE_4.9-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.9-2_1.fq.gz	ERS18383053				
TE_5.1-1	TE_5.1-1	yes	yes	yes	yes	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.1-1_1.fq.gz	ERS18383054				
TE_5.1-2	TE_5.1-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.1-2_1.fq.gz	ERS18383055				
TE_5.10-1	TE_5.10-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.10-1_1.fq.gz	ERS18383056				
TE_5.10-2	TE_5.10-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.10-2_1.fq.gz	ERS18383057				
TE_5.2-1	TE_5.2-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	3	0,31	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.2-1_1.fq.gz	ERS18383058				
TE_5.2-2	TE_5.2-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.2-2_1.fq.gz	ERS18383059				
TE_5.3-1	TE_5.3-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.3-1_1.fq.gz	ERS18383060				
TE_5.3-2	TE_5.3-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.3-2_1.fq.gz	ERS18383061				
TE_5.4-1	TE_5.4-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.4-1_1.fq.gz	ERS18383062				
TE_5.4-2	TE_5.4-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	3	0,30	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.4-2_1.fq.gz	ERS18383063				
TE_5.5-1	TE_5.5-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.5-1_1.fq.gz	ERS18383064				
TE_5.5-2	TE_5.5-2	yes	yes	yes	yes	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.5-2_1.fq.gz	ERS18383065				
TE_5.6-1	TE_5.6-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.6-1_1.fq.gz	ERS18383066				
TE_5.6-2	TE_5.6-2	yes	yes	yes	yes	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.6-2_1.fq.gz	ERS18383067				
TE_5.7-1	TE_5.7-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	3	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.7-1_1.fq.gz	ERS18383068				
TE_5.7-2	TE_5.7-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	3	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.7-2_1.fq.gz	ERS18383069				
TE_5.8-1	TE_5.8-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	3	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.8-1_1.fq.gz	ERS18383070				
TE_5.8-2	TE_5.8-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.8-2_1.fq.gz	ERS18383071				
TE_5.9-1	TE_5.9-1	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.9-1_1.fq.gz	ERS18383072				
TE_5.9-2	TE_5.9-2	yes	yes	no	no	yes	LE_2n	TE5	blue	WS_2n	West_Siberia_2n	68.79682	77.68553	2	3	0,32	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_5.9-2_1.fq.gz	ERS18383073				
TE_6.1-1	TE_6.1-1	yes	yes	yes	yes	yes	LE_2n	TE6	blue	WS_2n	West_Siberia_2n	68.79633	77.75588	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_6.1-1_1.fq.gz	ERS18383074				
TE_6.1-2	TE_6.1-2	yes	yes	no	no	yes	LE_2n	TE6	blue	WS_2n	West_Siberia_2n	68.79633	77.75588	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_6.1-2_1.fq.gz	ERS18383075				
TE_6.2-1	TE_6.2-1	yes	yes	yes	yes	yes	LE_2n	TE6	blue	WS_2n	West_Siberia_2n	68.79633	77.75588	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_6.2-1_1.fq.gz	ERS18383076				
TE_6.2-2	TE_6.2-2	yes	yes	no	no	yes	LE_2n	TE6	blue	WS_2n	West_Siberia_2n	68.79633	77.75588	2	3	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_6.2-2_1.fq.gz	ERS18383077				
TE_7.1-1	TE_7.1-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.1-1_1.fq.gz	ERS18383078				
TE_7.1-2	TE_7.1-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.1-2_1.fq.gz	ERS18383079				
TE_7.2-1	TE_7.2-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,43	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.2-1_1.fq.gz	ERS18383080				
TE_7.2-2	TE_7.2-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.2-2_1.fq.gz	ERS18383081				
TE_7.3-1	TE_7.3-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,41	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.3-1_1.fq.gz	ERS18383082				
TE_7.3-2	TE_7.3-2	yes	yes	yes	yes	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,41	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.3-2_1.fq.gz	ERS18383083				
TE_7.4-1	TE_7.4-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.4-1_1.fq.gz	ERS18383084				
TE_7.4-2	TE_7.4-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.4-2_1.fq.gz	ERS18383085				
TE_7.5-1	TE_7.5-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.5-1_1.fq.gz	ERS18383086				
TE_7.5-2	TE_7.5-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.5-2_1.fq.gz	ERS18383087				
TE_7.6-1	TE_7.6-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.6-1_1.fq.gz	ERS18383088				
TE_7.6-2	TE_7.6-2	yes	yes	yes	yes	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	3	0,31	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.6-2_1.fq.gz	ERS18383089				
TE_7.7-1	TE_7.7-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.7-1_1.fq.gz	ERS18383090				
TE_7.7-2	TE_7.7-2	yes	yes	yes	yes	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.7-2_1.fq.gz	ERS18383091				
TE_7.8-1	TE_7.8-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.8-1_1.fq.gz	ERS18383092				
TE_7.8-2	TE_7.8-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.8-2_1.fq.gz	ERS18383093				
TE_7.9-1	TE_7.9-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.9-1_1.fq.gz	ERS18383094				
TE_7.9-2	TE_7.9-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	3	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7.9-2_1.fq.gz	ERS18383095				
TE_7mix-1	TE_7mix-1	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7mix-1_1.fq.gz	ERS18383096				
TE_7mix-2	TE_7mix-2	yes	yes	no	no	yes	LE_2n	TE7	blue	WS_2n	West_Siberia_2n	68.79345	77.78109	2	3	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_7mix-2_1.fq.gz	ERS18383097				
TE_8.1-1	TE_8.1-1	yes	yes	yes	yes	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,32	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.1-1_1.fq.gz	ERS18383098				
TE_8.1-2	TE_8.1-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	3	0,29	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.1-2_1.fq.gz	ERS18383099				
TE_8.10-1	TE_8.10-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	4	0,28	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.10-1_1.fq.gz	ERS18383100				
TE_8.10-2	TE_8.10-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.10-2_1.fq.gz	ERS18383101				
TE_8.2-1	TE_8.2-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.2-1_1.fq.gz	ERS18383102				
TE_8.2-2	TE_8.2-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.2-2_1.fq.gz	ERS18383103				
TE_8.3-1	TE_8.3-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.3-1_1.fq.gz	ERS18383104				
TE_8.3-2	TE_8.3-2	yes	yes	yes	yes	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.3-2_1.fq.gz	ERS18383105				
TE_8.4-1	TE_8.4-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,34	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.4-1_1.fq.gz	ERS18383106				
TE_8.4-2	TE_8.4-2	yes	yes	yes	yes	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	4	0,34	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.4-2_1.fq.gz	ERS18383107				
TE_8.5-1	TE_8.5-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.5-1_1.fq.gz	ERS18383108				
TE_8.5-2	TE_8.5-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,30	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.5-2_1.fq.gz	ERS18383109				
TE_8.6-1	TE_8.6-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,34	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.6-1_1.fq.gz	ERS18383110				
TE_8.6-2	TE_8.6-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,38	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.6-2_1.fq.gz	ERS18383111				
TE_8.7-1	TE_8.7-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,35	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.7-1_1.fq.gz	ERS18383112				
TE_8.7-2	TE_8.7-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.7-2_1.fq.gz	ERS18383113				
TE_8.8-1	TE_8.8-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,41	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.8-1_1.fq.gz	ERS18383114				
TE_8.8-2	TE_8.8-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.8-2_1.fq.gz	ERS18383115				
TE_8.9-1	TE_8.9-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,33	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.9-1_1.fq.gz	ERS18383116				
TE_8.9-2	TE_8.9-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8.9-2_1.fq.gz	ERS18383117				
TE_8mix-1	TE_8mix-1	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,31	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8mix-1_1.fq.gz	ERS18383118				
TE_8mix-2	TE_8mix-2	yes	yes	no	no	yes	LE_2n	TE8	blue	WS_2n	West_Siberia_2n	68.86441	77.6911	2	2	0,33	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_8mix-2_1.fq.gz	ERS18383119				
